parameter,value,lower_bound,upper_bound,unit,status
RBC Count,5.36,4.2,5.8,10^6/uL,Normal
RBC Count,4.74,4.2,5.8,10^6/uL,Normal
RBC Count,4.28,4.2,5.8,10^6/uL,Normal
RBC Count,5.02,4.2,5.8,10^6/uL,Normal
RBC Count,4.35,4.2,5.8,10^6/uL,Normal
RBC Count,4.68,4.2,5.8,10^6/uL,Normal
RBC Count,5.3,4.2,5.8,10^6/uL,Normal
RBC Count,4.37,4.2,5.8,10^6/uL,Normal
RBC Count,5.49,4.2,5.8,10^6/uL,Normal
RBC Count,4.29,4.2,5.8,10^6/uL,Normal
RBC Count,4.64,4.2,5.8,10^6/uL,Normal
RBC Count,5.35,4.2,5.8,10^6/uL,Normal
RBC Count,4.74,4.2,5.8,10^6/uL,Normal
RBC Count,4.43,4.2,5.8,10^6/uL,Normal
RBC Count,4.8,4.2,5.8,10^6/uL,Normal
RBC Count,4.67,4.2,5.8,10^6/uL,Normal
RBC Count,5.49,4.2,5.8,10^6/uL,Normal
RBC Count,4.73,4.2,5.8,10^6/uL,Normal
RBC Count,5.42,4.2,5.8,10^6/uL,Normal
RBC Count,5.56,4.2,5.8,10^6/uL,Normal
RBC Count,4.9,4.2,5.8,10^6/uL,Normal
RBC Count,5.59,4.2,5.8,10^6/uL,Normal
RBC Count,4.82,4.2,5.8,10^6/uL,Normal
RBC Count,5.67,4.2,5.8,10^6/uL,Normal
RBC Count,4.41,4.2,5.8,10^6/uL,Normal
RBC Count,5.27,4.2,5.8,10^6/uL,Normal
RBC Count,4.99,4.2,5.8,10^6/uL,Normal
RBC Count,4.84,4.2,5.8,10^6/uL,Normal
RBC Count,5.19,4.2,5.8,10^6/uL,Normal
RBC Count,5.29,4.2,5.8,10^6/uL,Normal
RBC Count,4.29,4.2,5.8,10^6/uL,Normal
RBC Count,4.52,4.2,5.8,10^6/uL,Normal
RBC Count,5.31,4.2,5.8,10^6/uL,Normal
RBC Count,5.24,4.2,5.8,10^6/uL,Normal
RBC Count,5.67,4.2,5.8,10^6/uL,Normal
RBC Count,5.38,4.2,5.8,10^6/uL,Normal
RBC Count,5.65,4.2,5.8,10^6/uL,Normal
RBC Count,5.29,4.2,5.8,10^6/uL,Normal
RBC Count,3.91,4.2,5.8,10^6/uL,Borderline
RBC Count,4.09,4.2,5.8,10^6/uL,Borderline
RBC Count,4.0,4.2,5.8,10^6/uL,Borderline
RBC Count,4.04,4.2,5.8,10^6/uL,Borderline
RBC Count,4.03,4.2,5.8,10^6/uL,Borderline
RBC Count,4.0,4.2,5.8,10^6/uL,Borderline
RBC Count,3.9,4.2,5.8,10^6/uL,Borderline
RBC Count,4.01,4.2,5.8,10^6/uL,Borderline
RBC Count,4.15,4.2,5.8,10^6/uL,Borderline
RBC Count,4.09,4.2,5.8,10^6/uL,Borderline
RBC Count,4.16,4.2,5.8,10^6/uL,Borderline
RBC Count,4.1,4.2,5.8,10^6/uL,Borderline
RBC Count,3.97,4.2,5.8,10^6/uL,Borderline
RBC Count,4.09,4.2,5.8,10^6/uL,Borderline
RBC Count,3.98,4.2,5.8,10^6/uL,Borderline
RBC Count,4.01,4.2,5.8,10^6/uL,Borderline
RBC Count,3.94,4.2,5.8,10^6/uL,Borderline
RBC Count,3.97,4.2,5.8,10^6/uL,Borderline
RBC Count,3.9,4.2,5.8,10^6/uL,Borderline
RBC Count,4.05,4.2,5.8,10^6/uL,Borderline
RBC Count,4.15,4.2,5.8,10^6/uL,Borderline
RBC Count,4.0,4.2,5.8,10^6/uL,Borderline
RBC Count,3.89,4.2,5.8,10^6/uL,Borderline
RBC Count,4.01,4.2,5.8,10^6/uL,Borderline
RBC Count,4.01,4.2,5.8,10^6/uL,Borderline
RBC Count,4.07,4.2,5.8,10^6/uL,Borderline
RBC Count,4.03,4.2,5.8,10^6/uL,Borderline
RBC Count,4.05,4.2,5.8,10^6/uL,Borderline
RBC Count,3.98,4.2,5.8,10^6/uL,Borderline
RBC Count,4.13,4.2,5.8,10^6/uL,Borderline
RBC Count,4.19,4.2,5.8,10^6/uL,Borderline
RBC Count,3.89,4.2,5.8,10^6/uL,Borderline
RBC Count,4.14,4.2,5.8,10^6/uL,Borderline
RBC Count,3.96,4.2,5.8,10^6/uL,Borderline
RBC Count,3.97,4.2,5.8,10^6/uL,Borderline
RBC Count,4.05,4.2,5.8,10^6/uL,Borderline
RBC Count,4.0,4.2,5.8,10^6/uL,Borderline
RBC Count,3.98,4.2,5.8,10^6/uL,Borderline
RBC Count,4.19,4.2,5.8,10^6/uL,Borderline
RBC Count,3.89,4.2,5.8,10^6/uL,Borderline
RBC Count,4.13,4.2,5.8,10^6/uL,Borderline
RBC Count,4.03,4.2,5.8,10^6/uL,Borderline
RBC Count,3.98,4.2,5.8,10^6/uL,Borderline
RBC Count,3.95,4.2,5.8,10^6/uL,Borderline
RBC Count,4.03,4.2,5.8,10^6/uL,Borderline
RBC Count,4.03,4.2,5.8,10^6/uL,Borderline
RBC Count,4.19,4.2,5.8,10^6/uL,Borderline
RBC Count,4.13,4.2,5.8,10^6/uL,Borderline
RBC Count,4.05,4.2,5.8,10^6/uL,Borderline
RBC Count,3.9,4.2,5.8,10^6/uL,Borderline
RBC Count,3.26,4.2,5.8,10^6/uL,Critical
RBC Count,3.19,4.2,5.8,10^6/uL,Critical
RBC Count,3.69,4.2,5.8,10^6/uL,Critical
RBC Count,3.2,4.2,5.8,10^6/uL,Critical
RBC Count,3.58,4.2,5.8,10^6/uL,Critical
RBC Count,3.61,4.2,5.8,10^6/uL,Critical
RBC Count,3.35,4.2,5.8,10^6/uL,Critical
RBC Count,3.31,4.2,5.8,10^6/uL,Critical
RBC Count,3.78,4.2,5.8,10^6/uL,Critical
RBC Count,3.13,4.2,5.8,10^6/uL,Critical
RBC Count,3.09,4.2,5.8,10^6/uL,Critical
RBC Count,3.43,4.2,5.8,10^6/uL,Critical
RBC Count,3.83,4.2,5.8,10^6/uL,Critical
RBC Count,3.27,4.2,5.8,10^6/uL,Critical
RBC Count,3.61,4.2,5.8,10^6/uL,Critical
RBC Count,3.3,4.2,5.8,10^6/uL,Critical
RBC Count,3.44,4.2,5.8,10^6/uL,Critical
RBC Count,3.42,4.2,5.8,10^6/uL,Critical
RBC Count,3.21,4.2,5.8,10^6/uL,Critical
RBC Count,3.24,4.2,5.8,10^6/uL,Critical
RBC Count,3.74,4.2,5.8,10^6/uL,Critical
RBC Count,3.7,4.2,5.8,10^6/uL,Critical
RBC Count,3.27,4.2,5.8,10^6/uL,Critical
RBC Count,3.23,4.2,5.8,10^6/uL,Critical
RBC Count,3.86,4.2,5.8,10^6/uL,Critical
RBC Count,3.85,4.2,5.8,10^6/uL,Critical
RBC Count,3.28,4.2,5.8,10^6/uL,Critical
RBC Count,3.55,4.2,5.8,10^6/uL,Critical
RBC Count,3.57,4.2,5.8,10^6/uL,Critical
RBC Count,3.23,4.2,5.8,10^6/uL,Critical
Creatinine,1.06,0.6,1.2,mg/dL,Normal
Creatinine,1.12,0.6,1.2,mg/dL,Normal
Creatinine,1.14,0.6,1.2,mg/dL,Normal
Creatinine,1.15,0.6,1.2,mg/dL,Normal
Creatinine,0.91,0.6,1.2,mg/dL,Normal
Creatinine,1.16,0.6,1.2,mg/dL,Normal
Creatinine,1.04,0.6,1.2,mg/dL,Normal
Creatinine,0.72,0.6,1.2,mg/dL,Normal
Creatinine,0.89,0.6,1.2,mg/dL,Normal
Creatinine,1.02,0.6,1.2,mg/dL,Normal
Creatinine,0.76,0.6,1.2,mg/dL,Normal
Creatinine,0.98,0.6,1.2,mg/dL,Normal
Creatinine,0.99,0.6,1.2,mg/dL,Normal
Creatinine,0.72,0.6,1.2,mg/dL,Normal
Creatinine,0.94,0.6,1.2,mg/dL,Normal
Creatinine,1.05,0.6,1.2,mg/dL,Normal
Creatinine,0.9,0.6,1.2,mg/dL,Normal
Creatinine,0.64,0.6,1.2,mg/dL,Normal
Creatinine,0.63,0.6,1.2,mg/dL,Normal
Creatinine,0.82,0.6,1.2,mg/dL,Normal
Creatinine,1.13,0.6,1.2,mg/dL,Normal
Creatinine,0.75,0.6,1.2,mg/dL,Normal
Creatinine,0.97,0.6,1.2,mg/dL,Normal
Creatinine,0.75,0.6,1.2,mg/dL,Normal
Creatinine,0.8,0.6,1.2,mg/dL,Normal
Creatinine,1.09,0.6,1.2,mg/dL,Normal
Creatinine,1.02,0.6,1.2,mg/dL,Normal
Creatinine,0.68,0.6,1.2,mg/dL,Normal
Creatinine,0.86,0.6,1.2,mg/dL,Normal
Creatinine,0.65,0.6,1.2,mg/dL,Normal
Creatinine,0.89,0.6,1.2,mg/dL,Normal
Creatinine,0.99,0.6,1.2,mg/dL,Normal
Creatinine,0.69,0.6,1.2,mg/dL,Normal
Creatinine,0.79,0.6,1.2,mg/dL,Normal
Creatinine,0.84,0.6,1.2,mg/dL,Normal
Creatinine,1.13,0.6,1.2,mg/dL,Normal
Creatinine,1.17,0.6,1.2,mg/dL,Normal
Creatinine,0.65,0.6,1.2,mg/dL,Normal
Creatinine,1.04,0.6,1.2,mg/dL,Normal
Creatinine,0.83,0.6,1.2,mg/dL,Normal
Creatinine,0.84,0.6,1.2,mg/dL,Normal
Creatinine,1.04,0.6,1.2,mg/dL,Normal
Creatinine,1.13,0.6,1.2,mg/dL,Normal
Creatinine,1.14,0.6,1.2,mg/dL,Normal
Creatinine,0.94,0.6,1.2,mg/dL,Normal
Creatinine,0.82,0.6,1.2,mg/dL,Normal
Creatinine,1.06,0.6,1.2,mg/dL,Normal
Creatinine,0.77,0.6,1.2,mg/dL,Normal
Creatinine,0.93,0.6,1.2,mg/dL,Normal
Creatinine,0.82,0.6,1.2,mg/dL,Normal
Creatinine,0.98,0.6,1.2,mg/dL,Normal
Creatinine,0.76,0.6,1.2,mg/dL,Normal
Creatinine,0.73,0.6,1.2,mg/dL,Normal
Creatinine,1.13,0.6,1.2,mg/dL,Normal
Creatinine,0.68,0.6,1.2,mg/dL,Normal
Creatinine,0.9,0.6,1.2,mg/dL,Normal
Creatinine,0.75,0.6,1.2,mg/dL,Normal
Creatinine,0.65,0.6,1.2,mg/dL,Normal
Creatinine,0.65,0.6,1.2,mg/dL,Normal
Creatinine,0.72,0.6,1.2,mg/dL,Normal
Creatinine,1.1,0.6,1.2,mg/dL,Normal
Creatinine,0.78,0.6,1.2,mg/dL,Normal
Creatinine,1.14,0.6,1.2,mg/dL,Normal
Creatinine,0.94,0.6,1.2,mg/dL,Normal
Creatinine,0.87,0.6,1.2,mg/dL,Normal
Creatinine,0.94,0.6,1.2,mg/dL,Normal
Creatinine,0.91,0.6,1.2,mg/dL,Normal
Creatinine,1.04,0.6,1.2,mg/dL,Normal
Creatinine,0.78,0.6,1.2,mg/dL,Normal
Creatinine,0.82,0.6,1.2,mg/dL,Normal
Creatinine,1.11,0.6,1.2,mg/dL,Normal
Creatinine,1.14,0.6,1.2,mg/dL,Normal
Creatinine,1.11,0.6,1.2,mg/dL,Normal
Creatinine,0.86,0.6,1.2,mg/dL,Normal
Creatinine,1.05,0.6,1.2,mg/dL,Normal
Creatinine,0.89,0.6,1.2,mg/dL,Normal
Creatinine,0.9,0.6,1.2,mg/dL,Normal
Creatinine,0.74,0.6,1.2,mg/dL,Normal
Creatinine,0.95,0.6,1.2,mg/dL,Normal
Creatinine,0.73,0.6,1.2,mg/dL,Normal
Creatinine,0.81,0.6,1.2,mg/dL,Normal
Creatinine,1.09,0.6,1.2,mg/dL,Normal
Creatinine,0.74,0.6,1.2,mg/dL,Normal
Creatinine,0.67,0.6,1.2,mg/dL,Normal
Creatinine,0.67,0.6,1.2,mg/dL,Normal
Creatinine,1.14,0.6,1.2,mg/dL,Normal
Creatinine,0.9,0.6,1.2,mg/dL,Normal
Creatinine,0.85,0.6,1.2,mg/dL,Normal
Creatinine,1.07,0.6,1.2,mg/dL,Normal
Creatinine,1.08,0.6,1.2,mg/dL,Normal
Creatinine,0.81,0.6,1.2,mg/dL,Normal
Creatinine,1.0,0.6,1.2,mg/dL,Normal
Creatinine,1.05,0.6,1.2,mg/dL,Normal
Creatinine,0.98,0.6,1.2,mg/dL,Normal
Creatinine,0.71,0.6,1.2,mg/dL,Normal
Creatinine,1.1,0.6,1.2,mg/dL,Normal
Creatinine,0.92,0.6,1.2,mg/dL,Normal
Creatinine,0.78,0.6,1.2,mg/dL,Normal
Creatinine,0.86,0.6,1.2,mg/dL,Normal
Creatinine,0.65,0.6,1.2,mg/dL,Normal
Creatinine,0.7,0.6,1.2,mg/dL,Normal
Creatinine,1.04,0.6,1.2,mg/dL,Normal
Creatinine,0.63,0.6,1.2,mg/dL,Normal
Creatinine,0.85,0.6,1.2,mg/dL,Normal
Creatinine,0.91,0.6,1.2,mg/dL,Normal
Creatinine,0.66,0.6,1.2,mg/dL,Normal
Creatinine,1.16,0.6,1.2,mg/dL,Normal
Creatinine,0.75,0.6,1.2,mg/dL,Normal
Creatinine,0.79,0.6,1.2,mg/dL,Normal
Creatinine,0.79,0.6,1.2,mg/dL,Normal
Creatinine,0.75,0.6,1.2,mg/dL,Normal
Creatinine,0.63,0.6,1.2,mg/dL,Normal
Creatinine,1.02,0.6,1.2,mg/dL,Normal
Creatinine,1.15,0.6,1.2,mg/dL,Normal
Creatinine,0.75,0.6,1.2,mg/dL,Normal
Creatinine,0.99,0.6,1.2,mg/dL,Normal
Creatinine,1.03,0.6,1.2,mg/dL,Normal
Creatinine,1.09,0.6,1.2,mg/dL,Normal
Creatinine,0.86,0.6,1.2,mg/dL,Normal
Creatinine,0.79,0.6,1.2,mg/dL,Normal
Creatinine,0.57,0.6,1.2,mg/dL,Borderline
Creatinine,1.22,0.6,1.2,mg/dL,Borderline
Creatinine,0.59,0.6,1.2,mg/dL,Borderline
Creatinine,1.32,0.6,1.2,mg/dL,Borderline
Creatinine,1.25,0.6,1.2,mg/dL,Borderline
Creatinine,1.28,0.6,1.2,mg/dL,Borderline
Creatinine,0.55,0.6,1.2,mg/dL,Borderline
Creatinine,1.22,0.6,1.2,mg/dL,Borderline
Creatinine,1.27,0.6,1.2,mg/dL,Borderline
Creatinine,1.21,0.6,1.2,mg/dL,Borderline
Creatinine,0.55,0.6,1.2,mg/dL,Borderline
Creatinine,0.57,0.6,1.2,mg/dL,Borderline
Creatinine,1.21,0.6,1.2,mg/dL,Borderline
Creatinine,1.26,0.6,1.2,mg/dL,Borderline
Creatinine,0.59,0.6,1.2,mg/dL,Borderline
Creatinine,1.28,0.6,1.2,mg/dL,Borderline
Creatinine,1.26,0.6,1.2,mg/dL,Borderline
Creatinine,1.28,0.6,1.2,mg/dL,Borderline
Creatinine,1.3,0.6,1.2,mg/dL,Borderline
Creatinine,0.58,0.6,1.2,mg/dL,Borderline
Creatinine,0.52,0.6,1.2,mg/dL,Borderline
Creatinine,0.6,0.6,1.2,mg/dL,Borderline
Creatinine,1.28,0.6,1.2,mg/dL,Borderline
Creatinine,1.27,0.6,1.2,mg/dL,Borderline
Creatinine,1.26,0.6,1.2,mg/dL,Borderline
Creatinine,0.5,0.6,1.2,mg/dL,Borderline
Creatinine,1.29,0.6,1.2,mg/dL,Borderline
Creatinine,0.48,0.6,1.2,mg/dL,Borderline
Creatinine,1.2,0.6,1.2,mg/dL,Borderline
Creatinine,1.32,0.6,1.2,mg/dL,Borderline
Creatinine,0.51,0.6,1.2,mg/dL,Borderline
Creatinine,1.3,0.6,1.2,mg/dL,Borderline
Creatinine,1.32,0.6,1.2,mg/dL,Borderline
Creatinine,0.54,0.6,1.2,mg/dL,Borderline
Creatinine,1.3,0.6,1.2,mg/dL,Borderline
Creatinine,0.58,0.6,1.2,mg/dL,Borderline
Creatinine,1.25,0.6,1.2,mg/dL,Borderline
Creatinine,0.58,0.6,1.2,mg/dL,Borderline
Creatinine,0.52,0.6,1.2,mg/dL,Borderline
Creatinine,0.58,0.6,1.2,mg/dL,Borderline
Creatinine,1.3,0.6,1.2,mg/dL,Borderline
Creatinine,0.55,0.6,1.2,mg/dL,Borderline
Creatinine,1.3,0.6,1.2,mg/dL,Borderline
Creatinine,1.2,0.6,1.2,mg/dL,Borderline
Creatinine,1.21,0.6,1.2,mg/dL,Borderline
Creatinine,1.23,0.6,1.2,mg/dL,Borderline
Creatinine,0.52,0.6,1.2,mg/dL,Borderline
Creatinine,1.24,0.6,1.2,mg/dL,Borderline
Creatinine,1.25,0.6,1.2,mg/dL,Borderline
Creatinine,0.57,0.6,1.2,mg/dL,Borderline
Creatinine,0.31,0.6,1.2,mg/dL,Critical
Creatinine,1.44,0.6,1.2,mg/dL,Critical
Creatinine,0.29,0.6,1.2,mg/dL,Critical
Creatinine,1.55,0.6,1.2,mg/dL,Critical
Creatinine,1.55,0.6,1.2,mg/dL,Critical
Creatinine,0.3,0.6,1.2,mg/dL,Critical
Creatinine,1.36,0.6,1.2,mg/dL,Critical
Creatinine,0.26,0.6,1.2,mg/dL,Critical
Creatinine,0.47,0.6,1.2,mg/dL,Critical
Creatinine,0.33,0.6,1.2,mg/dL,Critical
Creatinine,0.47,0.6,1.2,mg/dL,Critical
Creatinine,0.3,0.6,1.2,mg/dL,Critical
Creatinine,1.58,0.6,1.2,mg/dL,Critical
Creatinine,0.28,0.6,1.2,mg/dL,Critical
Creatinine,0.26,0.6,1.2,mg/dL,Critical
Creatinine,0.32,0.6,1.2,mg/dL,Critical
Creatinine,0.26,0.6,1.2,mg/dL,Critical
Creatinine,1.67,0.6,1.2,mg/dL,Critical
Creatinine,1.35,0.6,1.2,mg/dL,Critical
Creatinine,0.46,0.6,1.2,mg/dL,Critical
Creatinine,0.21,0.6,1.2,mg/dL,Critical
Creatinine,1.55,0.6,1.2,mg/dL,Critical
Creatinine,1.42,0.6,1.2,mg/dL,Critical
Creatinine,0.46,0.6,1.2,mg/dL,Critical
Creatinine,0.38,0.6,1.2,mg/dL,Critical
Creatinine,1.54,0.6,1.2,mg/dL,Critical
Creatinine,0.26,0.6,1.2,mg/dL,Critical
Creatinine,1.63,0.6,1.2,mg/dL,Critical
Creatinine,1.36,0.6,1.2,mg/dL,Critical
Creatinine,0.46,0.6,1.2,mg/dL,Critical
BUN,16.27,7.0,20.0,mg/dL,Normal
BUN,17.98,7.0,20.0,mg/dL,Normal
BUN,10.02,7.0,20.0,mg/dL,Normal
BUN,14.52,7.0,20.0,mg/dL,Normal
BUN,15.85,7.0,20.0,mg/dL,Normal
BUN,15.61,7.0,20.0,mg/dL,Normal
BUN,12.43,7.0,20.0,mg/dL,Normal
BUN,7.83,7.0,20.0,mg/dL,Normal
BUN,14.47,7.0,20.0,mg/dL,Normal
BUN,10.61,7.0,20.0,mg/dL,Normal
BUN,12.92,7.0,20.0,mg/dL,Normal
BUN,18.85,7.0,20.0,mg/dL,Normal
BUN,12.32,7.0,20.0,mg/dL,Normal
BUN,17.48,7.0,20.0,mg/dL,Normal
BUN,9.86,7.0,20.0,mg/dL,Normal
BUN,15.52,7.0,20.0,mg/dL,Normal
BUN,19.08,7.0,20.0,mg/dL,Normal
BUN,8.84,7.0,20.0,mg/dL,Normal
BUN,7.75,7.0,20.0,mg/dL,Normal
BUN,12.72,7.0,20.0,mg/dL,Normal
BUN,8.73,7.0,20.0,mg/dL,Normal
BUN,16.41,7.0,20.0,mg/dL,Normal
BUN,18.35,7.0,20.0,mg/dL,Normal
BUN,12.73,7.0,20.0,mg/dL,Normal
BUN,10.68,7.0,20.0,mg/dL,Normal
BUN,12.73,7.0,20.0,mg/dL,Normal
BUN,16.11,7.0,20.0,mg/dL,Normal
BUN,7.76,7.0,20.0,mg/dL,Normal
BUN,14.55,7.0,20.0,mg/dL,Normal
BUN,14.83,7.0,20.0,mg/dL,Normal
BUN,15.11,7.0,20.0,mg/dL,Normal
BUN,10.48,7.0,20.0,mg/dL,Normal
BUN,16.0,7.0,20.0,mg/dL,Normal
BUN,8.72,7.0,20.0,mg/dL,Normal
BUN,9.98,7.0,20.0,mg/dL,Normal
BUN,17.92,7.0,20.0,mg/dL,Normal
BUN,16.29,7.0,20.0,mg/dL,Normal
BUN,7.81,7.0,20.0,mg/dL,Normal
BUN,10.56,7.0,20.0,mg/dL,Normal
BUN,10.16,7.0,20.0,mg/dL,Normal
BUN,10.82,7.0,20.0,mg/dL,Normal
BUN,10.55,7.0,20.0,mg/dL,Normal
BUN,8.38,7.0,20.0,mg/dL,Normal
BUN,13.02,7.0,20.0,mg/dL,Normal
BUN,16.22,7.0,20.0,mg/dL,Normal
BUN,14.75,7.0,20.0,mg/dL,Normal
BUN,15.52,7.0,20.0,mg/dL,Normal
BUN,8.6,7.0,20.0,mg/dL,Normal
BUN,18.78,7.0,20.0,mg/dL,Normal
BUN,17.46,7.0,20.0,mg/dL,Normal
BUN,17.07,7.0,20.0,mg/dL,Normal
BUN,17.28,7.0,20.0,mg/dL,Normal
BUN,18.56,7.0,20.0,mg/dL,Normal
BUN,14.02,7.0,20.0,mg/dL,Normal
BUN,9.99,7.0,20.0,mg/dL,Normal
BUN,14.87,7.0,20.0,mg/dL,Normal
BUN,16.34,7.0,20.0,mg/dL,Normal
BUN,16.28,7.0,20.0,mg/dL,Normal
BUN,13.75,7.0,20.0,mg/dL,Normal
BUN,8.45,7.0,20.0,mg/dL,Normal
BUN,11.99,7.0,20.0,mg/dL,Normal
BUN,18.42,7.0,20.0,mg/dL,Normal
BUN,14.49,7.0,20.0,mg/dL,Normal
BUN,13.95,7.0,20.0,mg/dL,Normal
BUN,10.8,7.0,20.0,mg/dL,Normal
BUN,11.96,7.0,20.0,mg/dL,Normal
BUN,18.13,7.0,20.0,mg/dL,Normal
BUN,15.45,7.0,20.0,mg/dL,Normal
BUN,16.86,7.0,20.0,mg/dL,Normal
BUN,12.97,7.0,20.0,mg/dL,Normal
BUN,15.02,7.0,20.0,mg/dL,Normal
BUN,10.56,7.0,20.0,mg/dL,Normal
BUN,15.9,7.0,20.0,mg/dL,Normal
BUN,12.65,7.0,20.0,mg/dL,Normal
BUN,12.83,7.0,20.0,mg/dL,Normal
BUN,15.25,7.0,20.0,mg/dL,Normal
BUN,18.6,7.0,20.0,mg/dL,Normal
BUN,8.4,7.0,20.0,mg/dL,Normal
BUN,17.3,7.0,20.0,mg/dL,Normal
BUN,11.07,7.0,20.0,mg/dL,Normal
BUN,12.84,7.0,20.0,mg/dL,Normal
BUN,7.91,7.0,20.0,mg/dL,Normal
BUN,11.17,7.0,20.0,mg/dL,Normal
BUN,13.53,7.0,20.0,mg/dL,Normal
BUN,8.31,7.0,20.0,mg/dL,Normal
BUN,13.4,7.0,20.0,mg/dL,Normal
BUN,18.5,7.0,20.0,mg/dL,Normal
BUN,8.88,7.0,20.0,mg/dL,Normal
BUN,16.59,7.0,20.0,mg/dL,Normal
BUN,12.44,7.0,20.0,mg/dL,Normal
BUN,15.32,7.0,20.0,mg/dL,Normal
BUN,10.69,7.0,20.0,mg/dL,Normal
BUN,9.52,7.0,20.0,mg/dL,Normal
BUN,9.53,7.0,20.0,mg/dL,Normal
BUN,8.47,7.0,20.0,mg/dL,Normal
BUN,9.82,7.0,20.0,mg/dL,Normal
BUN,15.42,7.0,20.0,mg/dL,Normal
BUN,17.97,7.0,20.0,mg/dL,Normal
BUN,17.18,7.0,20.0,mg/dL,Normal
BUN,15.67,7.0,20.0,mg/dL,Normal
BUN,8.94,7.0,20.0,mg/dL,Normal
BUN,11.03,7.0,20.0,mg/dL,Normal
BUN,11.27,7.0,20.0,mg/dL,Normal
BUN,10.57,7.0,20.0,mg/dL,Normal
BUN,13.68,7.0,20.0,mg/dL,Normal
BUN,13.92,7.0,20.0,mg/dL,Normal
BUN,11.83,7.0,20.0,mg/dL,Normal
BUN,11.79,7.0,20.0,mg/dL,Normal
BUN,17.34,7.0,20.0,mg/dL,Normal
BUN,16.88,7.0,20.0,mg/dL,Normal
BUN,11.25,7.0,20.0,mg/dL,Normal
BUN,18.34,7.0,20.0,mg/dL,Normal
BUN,18.8,7.0,20.0,mg/dL,Normal
BUN,11.47,7.0,20.0,mg/dL,Normal
BUN,11.8,7.0,20.0,mg/dL,Normal
BUN,13.57,7.0,20.0,mg/dL,Normal
BUN,18.66,7.0,20.0,mg/dL,Normal
BUN,17.9,7.0,20.0,mg/dL,Normal
BUN,8.85,7.0,20.0,mg/dL,Normal
BUN,12.24,7.0,20.0,mg/dL,Normal
BUN,21.31,7.0,20.0,mg/dL,Borderline
BUN,6.63,7.0,20.0,mg/dL,Borderline
BUN,22.18,7.0,20.0,mg/dL,Borderline
BUN,21.95,7.0,20.0,mg/dL,Borderline
BUN,5.99,7.0,20.0,mg/dL,Borderline
BUN,6.15,7.0,20.0,mg/dL,Borderline
BUN,6.2,7.0,20.0,mg/dL,Borderline
BUN,4.71,7.0,20.0,mg/dL,Borderline
BUN,4.41,7.0,20.0,mg/dL,Borderline
BUN,21.9,7.0,20.0,mg/dL,Borderline
BUN,20.42,7.0,20.0,mg/dL,Borderline
BUN,4.45,7.0,20.0,mg/dL,Borderline
BUN,6.72,7.0,20.0,mg/dL,Borderline
BUN,5.32,7.0,20.0,mg/dL,Borderline
BUN,4.98,7.0,20.0,mg/dL,Borderline
BUN,21.58,7.0,20.0,mg/dL,Borderline
BUN,4.55,7.0,20.0,mg/dL,Borderline
BUN,5.01,7.0,20.0,mg/dL,Borderline
BUN,6.9,7.0,20.0,mg/dL,Borderline
BUN,21.45,7.0,20.0,mg/dL,Borderline
BUN,5.52,7.0,20.0,mg/dL,Borderline
BUN,21.81,7.0,20.0,mg/dL,Borderline
BUN,20.45,7.0,20.0,mg/dL,Borderline
BUN,21.07,7.0,20.0,mg/dL,Borderline
BUN,21.64,7.0,20.0,mg/dL,Borderline
BUN,20.3,7.0,20.0,mg/dL,Borderline
BUN,20.3,7.0,20.0,mg/dL,Borderline
BUN,4.77,7.0,20.0,mg/dL,Borderline
BUN,20.54,7.0,20.0,mg/dL,Borderline
BUN,6.73,7.0,20.0,mg/dL,Borderline
BUN,5.72,7.0,20.0,mg/dL,Borderline
BUN,4.45,7.0,20.0,mg/dL,Borderline
BUN,20.18,7.0,20.0,mg/dL,Borderline
BUN,5.86,7.0,20.0,mg/dL,Borderline
BUN,21.79,7.0,20.0,mg/dL,Borderline
BUN,4.43,7.0,20.0,mg/dL,Borderline
BUN,21.39,7.0,20.0,mg/dL,Borderline
BUN,22.14,7.0,20.0,mg/dL,Borderline
BUN,21.26,7.0,20.0,mg/dL,Borderline
BUN,6.46,7.0,20.0,mg/dL,Borderline
BUN,4.88,7.0,20.0,mg/dL,Borderline
BUN,22.29,7.0,20.0,mg/dL,Borderline
BUN,4.6,7.0,20.0,mg/dL,Borderline
BUN,6.49,7.0,20.0,mg/dL,Borderline
BUN,20.53,7.0,20.0,mg/dL,Borderline
BUN,6.68,7.0,20.0,mg/dL,Borderline
BUN,5.81,7.0,20.0,mg/dL,Borderline
BUN,20.17,7.0,20.0,mg/dL,Borderline
BUN,20.19,7.0,20.0,mg/dL,Borderline
BUN,6.49,7.0,20.0,mg/dL,Borderline
BUN,4.26,7.0,20.0,mg/dL,Critical
BUN,25.19,7.0,20.0,mg/dL,Critical
BUN,1.5,7.0,20.0,mg/dL,Critical
BUN,0.29,7.0,20.0,mg/dL,Critical
BUN,1.98,7.0,20.0,mg/dL,Critical
BUN,27.77,7.0,20.0,mg/dL,Critical
BUN,22.79,7.0,20.0,mg/dL,Critical
BUN,2.83,7.0,20.0,mg/dL,Critical
BUN,0.02,7.0,20.0,mg/dL,Critical
BUN,28.66,7.0,20.0,mg/dL,Critical
BUN,23.24,7.0,20.0,mg/dL,Critical
BUN,27.21,7.0,20.0,mg/dL,Critical
BUN,28.5,7.0,20.0,mg/dL,Critical
BUN,26.7,7.0,20.0,mg/dL,Critical
